delta,p2p_dis,p2c_dis,p2p_changed,p2c_changed,flipped,new_p2p,new_p2c
102,1.742098568645446,2.223510280313642,0.48302178428247117,0.41378866186865026,0.024151089214123556,2.027081421372104,3.194384066721409
103,2.133918491310086,2.486921401198938,0.4420486889599135,0.6837443750099381,0.03975257994243826,2.8669560654486475,3.2135985625467094
104,1.6612597363925588,2.317927500117542,0.34635698277618443,0.5673358722397229,0.03918065416020186,2.1612048834767346,2.968326359176893
105,1.5974341891200943,2.288467795664771,0.2184657814412544,0.5267969197874219,0.03718566492617096,3.1204970483878465,3.6844796331014393
106,0.9514490026345502,2.182913059841927,0.28453142642077534,0.3598042905532556,0.042152803914188935,2.1648475724501317,3.1494166353029733
107,2.8126058963063367,2.382390641344865,0.4331619347899754,0.573129226643879,0.041253517599045275,1.958068746040399,3.2560812104960735
108,1.9886279939899243,2.10794567362932,0.41245617653124356,0.7247444244763279,0.04271867542645023,1.459800253365937,3.143505288277406
109,1.2384581562362598,2.3332844789681957,0.27700425032976694,0.6140993697786897,0.03664077385314378,3.280082075333431,3.0279935512238016
110,1.6049188980983495,2.402385266131218,0.31813059046749503,0.32526356334793216,0.03851805355436039,1.840307003152774,2.8874274220009415
111,1.4263052038185886,2.2138183054304412,0.33143537010283,0.31018951304495623,0.028327809410498287,2.6203223704710914,2.9007676836350247
112,1.7795078548588905,2.210482413457528,0.31141387460030584,0.9008758515223133,0.052829139441123316,1.7086055887668568,2.6678715417767274
113,1.1771548858852205,2.1022601373809,0.33098825614890315,0.5470307999113672,0.05124085973853312,2.024706403722579,3.097994682029692
114,1.2986306585621235,2.50615319762303,0.3181985069146983,0.3889092862290757,0.03263574429894342,1.9839812888399353,3.126232339302955
115,1.8295547591242836,2.4577511107531644,0.2402716814990805,0.37987087074994297,0.05369199586571632,1.574517778762131,2.9960133693069704
116,1.65707401954223,2.458840851291661,0.2730558158211752,0.3560433676883951,0.025431669120599652,2.0853968678891714,2.5445054209610496
117,1.2624177697286068,2.108024609156524,0.2596745412416438,0.41414760167257036,0.04261325804991078,3.174687724718353,3.271899219644712
118,1.5955247790811844,1.8810397395483438,0.2958503436514909,0.5994522246912304,0.040049609839284794,1.9908531858818665,3.176838406283913
119,3.323466263514286,2.8102092411672785,0.3442887451882154,0.6796844231575471,0.05462884148742901,4.0997039879054284,3.148145795484863
120,3.275537127779872,2.5669053901243877,0.29149390626963184,0.4787033546928006,0.0402060560371906,2.373413745445408,2.7239602965196634
121,1.724116105674899,2.12666303783688,0.2620352671620441,0.3114042305404003,0.036710254819803285,1.596263149233515,2.729217565223996
122,2.2287456533790255,1.8306203699037444,0.413243965126241,0.44978077911606107,0.03401703371466008,1.9956659779267247,3.013657209091367
123,1.8957641714299978,2.5959114394828147,0.47550108578988093,0.7787734318448444,0.03369692733944038,3.556897885829818,2.6832738436961785
124,1.681651477424657,2.1796460068443584,0.24409091466630686,0.6930219436505698,0.041703975370122784,3.108172752585033,4.008487985575331
125,3.2988441572326295,3.352300400327865,0.41220703008992526,0.41933452916929,0.042764994476188214,3.728869935020967,2.733395896936363
126,4.4535954868962895,2.5171978767465664,0.24041322510770988,0.5201018780795506,0.05236723715217443,2.4719716264787794,2.842112779986194
127,3.3196175723102987,2.062205010286821,0.18637298801887933,0.28803098148372264,0.03146556940578482,5.1482512404695635,3.2542660050828998
128,2.2026172967131075,1.861945821488147,0.1409675069896389,0.8317082912388695,0.025844042948100464,3.3691234170523696,2.5573855226370323
129,2.09546654980337,2.4518227214540254,0.26294241791698864,0.3390573283666432,0.03575094278695898,2.8127919179804177,3.1045657413707604
130,2.377728984402553,1.7360834594250218,0.1979544704717915,0.2878303507434669,0.022753387410550746,2.566582099910124,2.6484942945881067
131,6.6470118266623155,1.9872393576918317,0.14741130003263303,0.2644401183791509,0.03375831298457245,1.18041567736055,2.6038912082100216
132,1.3198197665480091,3.5242499142590207,0.2152394242936717,0.3157633312440129,0.042574831178968035,5.226060527218326,2.6739359248790757
133,1.3931444440619227,2.0564372683352268,0.3454171974156826,0.379844160613259,0.04245992127701082,2.942357787952858,2.8861270813968165
134,1.771022485260161,2.270944022238662,0.18943215190440962,0.5245813437352882,0.033627009213800525,2.8874391911583386,2.496244983971126
135,1.3195297032440743,2.0583778522524914,0.23116656159095686,0.7853026733472697,0.04203028392562852,2.6545442479344326,2.4598776697525744
136,1.697089616333808,1.893869386068862,0.29571324512671093,0.25983627053413205,0.02391798306171927,1.9525771626749002,2.975614529087529
137,2.08129941745073,2.174636040810634,0.1737992297046486,0.6115158082200599,0.020383860274001995,1.599596614133525,2.510433317956035
138,1.9715283373623422,2.3378995433789953,0.22025248455546603,0.24281493419285521,0.022562449637389202,2.6817082997582595,2.6999731399409077
139,1.4850169549179892,1.7720281058327043,0.27638110828824425,0.22429389941853667,0.030827123616765702,1.9229747111285915,2.6373135756274384
140,1.823733722284599,2.215133422176518,0.15110336939527172,0.3001080808822758,0.032529197578148775,1.5572041679346058,1.954899841551328
141,3.7163623321413124,1.5696699262634894,0.14240956992309883,0.5780773653174679,0.024262371172083505,1.8291718092344695,2.614006772366214
142,2.2819634460307667,1.7255686291197685,0.3266026936743335,0.17766335453945828,0.018085491180663417,3.0894274346262685,2.3117513138577417
143,2.7122592017459186,2.087967431904982,0.1857136861543627,0.612750241322869,0.02203382717085659,2.5548747219540857,2.479330171654006
144,1.3335985177586334,1.846521024588877,0.22505783462959666,0.3412504841360396,0.020935612523683412,3.5852236446807844,2.766641195004763
145,1.0896805024299672,1.9236817808260873,0.1450878136382545,0.2171244204096955,0.02840880267042745,2.3477846206917543,2.401558425746492
146,2.565023137067177,1.9187809159087283,0.14161480772299345,0.5046274134354556,0.028921333971597254,2.384514121589277,2.106270943034945
147,1.3302884950986746,1.662362009992122,0.34703178133008905,0.30814028859482046,0.022936008536184046,1.320316317474247,2.420247509448638
148,2.268655534549486,1.242217581090578,0.1276861099288323,0.3048629601401578,0.024745370141246573,2.3616981262805727,2.3745657187540212
149,2.1795887236351903,2.5834335611683144,0.16623153118796874,0.1985000048891627,0.03324630623759375,2.1130961111600026,2.2382586758191794
150,2.1198672505547593,1.8851992223553207,0.20030241737525284,0.23172240441450817,0.031419987039255345,1.9735679359032265,2.487088349076056
151,1.4983872544228325,1.8991300948098915,0.16713908708826117,0.41344932069201445,0.04105170560062555,1.914768839800606,2.337992376111817
152,1.5486747104714833,1.9062848282211562,0.24615981004991036,0.1569995638901003,0.020351795319087075,3.4607743373552355,2.232882686436982
153,1.8313664154699274,1.6446277074742879,0.09005166121617138,0.2246551969287644,0.036968576709796676,1.9365846722593487,2.5024882695862365
154,1.498436781177531,1.715315788979542,0.14083052454676043,0.24504511271136314,0.030043845236642226,3.0710443052830225,2.393180047131282
155,1.650016527711463,1.810702611378411,0.2736254453300033,0.3378998787967826,0.028464391963859404,3.199030374260844,2.431409997429023
156,1.3894006524611084,1.8019070557467805,0.19681678065264085,0.2875861635107081,0.03415085691689659,2.2602475038419714,2.24047595510061
157,1.846036477184018,1.6925697253566105,0.14548293236817827,0.22443403590944574,0.04346746150024838,3.2520757930593995,2.38893620041161
158,1.1920276633825089,1.6168830040487236,0.19287911171349634,0.27541747032963215,0.02606474482614815,3.2893707970598967,2.1764061929833707
159,4.12251599580216,1.731609059209858,0.4392498053420901,0.18619452249568366,0.030468194590202783,2.0371373438505027,2.489928569010461
160,1.8192266785604008,1.7051497581226198,0.1320890657700621,0.9246234603904347,0.021443030157477613,4.134216214361684,2.306412323738292
161,1.846017935126846,1.8668533520018669,0.125012501250125,0.19835316865019836,0.03417008367503417,2.036870353702037,2.256058939227256
162,1.4210665871200823,1.6282191508402108,0.17980842530907162,0.19472340989692088,0.03148718968545955,2.0914122833184186,2.52891849789533
163,2.1749061837167565,1.9579050416054822,0.25942241801272636,0.3842388644150759,0.04323706966878773,1.4969815630608583,2.137379670419318
164,1.9152407578974986,2.0259246201903762,0.12626159106002344,0.42633783994293634,0.035254859841435116,3.397584632160631,1.9816510752732253
165,3.490054395706538,1.6237886245887991,0.14144500214188147,0.30390469031627104,0.023439457497797498,2.3746595216734154,2.0303419736023214
166,1.7949302378587826,1.4969962391937874,0.2564186054083975,0.16606157302639077,0.02197873760643407,2.761180665223125,2.087980072611237
167,1.6984746591428275,1.932525909954392,0.09939162705696583,0.436040686443463,0.03126026980017474,2.4118500468904047,2.2795950592742806
168,1.8099332180644343,1.5926143303564346,0.2974254850018242,0.27680398470836437,0.034104788946875846,1.9074887771450326,1.9986992592122588
169,3.0098566096103916,1.7535137353314867,0.16651278044776943,0.21938650694066306,0.039458004845443,3.5662144779311378,2.241214675221162
170,3.451265229615745,1.7213370821618244,0.0999687597625742,0.2694470477975633,0.03826929084661043,3.8058419243986252,2.2368009996875977
171,2.340616628211283,1.702618579370364,0.12078603837279527,0.22066680087337598,0.03174504854669619,2.399461108444183,2.1029158988494356
172,2.2451386159217552,1.7958026004454823,0.15877053033981517,0.19576560537045173,0.04161945940946612,4.544228382929856,2.381557955097228
173,1.8952730541613605,1.5237096411716233,0.11311708742227883,0.36407221514720206,0.026968312233126075,3.0384298449322045,2.1911753689414937
174,1.8976211674159535,1.742367942784404,0.2825461528839574,0.16040380554349665,0.030903485471682843,3.1367037753758082,2.2684629930761475
175,4.6447731840990265,1.923994620623834,0.09905571703324512,0.29644411666883574,0.02530620508148598,3.0071001981114343,2.6397987072144375
176,2.1250665907714312,2.2491261101502578,0.3772868912873729,0.1386547569528063,0.0262714276331633,5.173281958097073,1.7558070801497472
177,1.6729285856602054,1.4139128454729173,0.10602567386787351,0.1643753735803945,0.03130959496769419,3.8503685993225742,2.626448068767256
178,5.860450390926109,1.416418896597291,0.11700253276070917,0.5361469001211321,0.03097125867195243,2.2498898799691665,1.8507047681973352
179,4.508782280478529,1.9732586490002204,0.18908025959440153,0.2893070137403061,0.04051719848451461,6.521136471876089,2.244794961650827
180,1.946571782006199,1.797851196019292,0.20640193475752985,0.22864052705463744,0.03613771248279984,5.509611241608406,2.1140561802437907
181,2.783724477508095,2.264577591051406,0.3679520458133747,0.2147501940110787,0.03144317482405202,4.353876207551714,2.0043351441034014
182,1.885309771913837,1.5406051481173317,0.14131568868285854,0.46092687243287506,0.03830051375516727,2.5879260932155264,2.00549414266281
183,2.7068837221446196,1.5293534026970927,0.12728293364316393,0.1742797091421783,0.027414785707758384,2.6050573752300883,1.7317006305400713
184,2.241842510237617,1.6601893633115106,0.09389916273246564,0.21322934870497404,0.02477894572106732,3.2929914708260517,1.8473356112574664
185,4.718044507423271,1.5194357669640268,0.21126533767028438,0.17133103603748673,0.03349328524041094,2.9255096454220477,1.954848475089369
186,2.891320813853266,1.5821297045994724,0.11688040327003944,0.2925274897484786,0.030036304750959857,6.561626661791209,1.7649593856922716
187,1.5265735716665934,1.6309439229419864,0.11883130356053795,0.1974234355450207,0.027035693402662073,5.0292677099510215,3.2914384875101383
188,7.059027507906804,4.696253161227064,0.3013254733619911,0.31447856942144314,0.049025176221593796,6.740363862466444,4.8606668619702145
189,3.3975437566989815,2.482590133111381,0.21556498985048173,0.2401154470278977,0.04011903977772854,3.2640132213193773,2.70773578917744
190,1.9173705999186388,1.584747182272847,0.09930843044820407,0.25126229390509464,0.0299121778458446,2.76986766852521,1.6846538562779678
191,2.3709910635977907,1.3345343352217507,0.13807571052693957,1.1686064427430252,0.03318557849574513,2.9078863156896673,1.5508331950600895
192,1.6674606955693188,1.2345679012345678,1.0969362247748782,0.2146818884948153,0.02470312141584176,2.9690799263611716,1.6768714084896394
193,2.6545807704758824,1.5573694676964343,0.13238218563566573,0.1635989455672201,0.030638671784673728,2.2296859825186144,1.5700874069278083
194,2.129783887015226,1.717642551561203,0.14279826552350658,0.21942172507270521,0.023219230166423833,4.1283791235901575,1.6154779388289382
195,2.4940468730417344,1.3273479246658844,0.14811607743052788,0.20394444507741913,0.010823867196846268,3.0711298977999064,1.8058767902106667
196,2.8502009684820537,1.4656887891719421,0.1274021793664842,0.2333827533527631,0.02311278475232678,2.74647530032527,1.3456150537513176
197,2.9775020622167983,1.2751844695300405,0.23503621591692372,1.2655796241680508,0.033334463315140624,6.707007017187023,4.80185769009119
198,6.751054852320675,3.161659739671402,0.303418195609918,0.46250204122484023,0.05109646696903133,6.088381084825403,4.479632526851984
199,2.801429760154071,1.4930840847598663,0.14601137737399322,0.2527723844861603,0.029830281398987864,3.8151359894495003,1.8343006369026749
200,1.989466618474725,1.5319874012495482,0.15903340734238652,0.5540352145401972,0.024784427118294004,3.1274848969897246,1.7509165074611452
201,2.23537682503133,1.5563072471446475,1.173216232462888,0.3199217516225331,0.03209406107041335,3.8349855831439954,1.607759630765469
202,1.8317221194854139,1.2624098547151184,0.19695397892141386,0.2119886338009111,0.03257508557224402,3.944592285217426,1.8056620510276187
203,3.7253647986955607,1.5299820834899605,0.15036199161292527,0.16403126357773667,0.020015719662759533,2.352091154516474,1.5226592592230972
204,2.715693699848028,1.4276450292310814,0.1985040418591067,1.3593319175688452,0.025741172510407848,3.5503017162431747,1.7761409032181417
205,2.4931384875807847,1.3101697154123513,0.18150596132112856,0.2069461499699121,0.024461719854599537,3.593426646640672,1.6668215908924124
206,2.3671635025725846,1.4456622898171947,0.5000506319347667,0.31006032433370784,0.021699400614334143,3.8658687716692626,1.4094966221266376
207,3.041176358762808,1.2675132597000172,0.1487557743854913,0.15778567762294926,0.020436096800562707,5.036784974241013,1.735642453852442
